audio_path,feature_path,transcript,duration,phonemes
timit/raw/TRAIN/DR5/MWEM0/SI1950.WAV,timit/features/TRAIN/DR5/MWEM0/SI1950.npy,does this make it any easier coward,35021,h# d uh dcl d ih s m ey kcl k ih q eh n ih iy z iy ix kcl k aw ax tcl h#
timit/raw/TRAIN/DR5/MWEM0/SX240.WAV,timit/features/TRAIN/DR5/MWEM0/SX240.npy,its not easy to create illuminating examples,52634,h# ix s epi n aa q iy z ix tcl t ix kcl k axr ey tcl pau iy l ux m ix n ey dx ix ng ih gcl z ae m pcl p el z h#
timit/raw/TRAIN/DR5/FJXM0/SX311.WAV,timit/features/TRAIN/DR5/FJXM0/SX311.npy,my desires are simple give me one informative paragraph on the subject,76596,h# m ay dcl d iy z ay axr z axr s ih m pcl p el pau g ih v m iy w ah n q ih n f ao r m ix tcl t ax v pcl p ae axr gcl g r ae f ah n ax s ah bcl jh ix kcl h#
timit/raw/TRAIN/DR5/FJXM0/SX401.WAV,timit/features/TRAIN/DR5/FJXM0/SX401.npy,the taxicab broke down and caused traffic jam,56730,h# dh ix tcl t ae kcl k s iy kcl k ae bcl b r ow kcl d aw n q ax n kcl k ao s tcl t tcl t r ae f ix kcl jh ae m h#
timit/raw/TRAIN/DR5/FJXM0/SI1971.WAV,timit/features/TRAIN/DR5/FJXM0/SI1971.npy,lets take em home,28775,h# l eh tcl t s tcl t ey kcl k ax m hv ow m h#
timit/raw/TRAIN/DR5/FJXM0/SI581.WAV,timit/features/TRAIN/DR5/FJXM0/SI581.npy,say he is a horse thief runs an old adage,59392,h# s ey hv iy ih z ax hh ao r s th iy f pau r ah n z ax n q ow l q ae dx ix dcl jh h#
timit/raw/TRAIN/DR5/FJXM0/SI1211.WAV,timit/features/TRAIN/DR5/FJXM0/SI1211.npy,their basis seems deeper than mere authority,51712,h# dh eh r bcl b ey s ix s iy m z dcl d iy pcl p axr dh eh n m ih axr pau ax th ao r ix tcl t iy h#
timit/raw/TRAIN/DR5/FJXM0/SX41.WAV,timit/features/TRAIN/DR5/FJXM0/SX41.npy,etiquette mandates compliance with existing regulations,79975,h# q eh dx ix kcl k ih tcl pau m ae n dcl d ey tcl t s kcl k ax m pcl p l ay ix n tcl s w ih th q eh gcl g z ih s tcl t ix ng r eh gcl ix l ey sh ix n z h#
timit/raw/TRAIN/DR5/FJXM0/SX221.WAV,timit/features/TRAIN/DR5/FJXM0/SX221.npy,cory attacked the project with extra determination,47207,h# k ao r iy ax tcl t ae kcl dh ax pcl p r aa dcl jh ix kcl k w ix th q eh kcl k s tcl t r ix dcl d ih tcl t er m ix n ey sh en h#
timit/raw/TRAIN/DR5/FJXM0/SX131.WAV,timit/features/TRAIN/DR5/FJXM0/SX131.npy,we plan to build a new beverage plant,42496,h# w iy pcl p l ae n tcl t ix bcl b ih l q ey n uw bcl b eh v r ix dcl jh pcl p l ae n tcl t h#
timit/raw/TRAIN/DR5/MSEM1/SI1440.WAV,timit/features/TRAIN/DR5/MSEM1/SI1440.npy,a third volume remains to be published,52122,h# q ey th er dcl d v aa l y ax m r ix m ey n z tcl t ax-h bcl b iy pcl p ah bcl b l ix sh tcl t h#
timit/raw/TRAIN/DR5/MSEM1/SX270.WAV,timit/features/TRAIN/DR5/MSEM1/SX270.npy,are holiday aprons available to us,39424,h# q aa r hh aa l ax dcl d ey q ey pcl p r ix n z ax v ey l ax bcl b el tcl t uw ah s h#
timit/raw/TRAIN/DR5/MSEM1/SI810.WAV,timit/features/TRAIN/DR5/MSEM1/SI810.npy,an area sheltered from strong winds may be highly desirable for recreation use,109876,h# q ae n ix q eh r iy ix sh eh l tcl t axr dcl d f r em epi s tcl r ao ng w ih n z epi m ey bcl b iy hv ay l iy dcl d ix z ay axr bcl b el pau f ao r eh kcl k r iy ey sh en y ux s h#
timit/raw/TRAIN/DR5/MSEM1/SI2070.WAV,timit/features/TRAIN/DR5/MSEM1/SI2070.npy,come sit he repeated motioning to the piled hay bags over the pig leavings,87450,h# k ah m s ih tcl pau hh iy r ix pcl p iy dx ix dcl m ow sh en iy ng tcl t ux dh ax pcl p ay eh l dcl d hh ey bcl b ae gcl g z q ow v ix dh ix pcl p ih gcl g l iy v ix ng epi z h#
timit/raw/TRAIN/DR5/MSEM1/SX360.WAV,timit/features/TRAIN/DR5/MSEM1/SX360.npy,i assume moisture will damage this ships hull,49357,h# q ay eh s ux m oy sh tcl ch axr w el dcl d ae m ih dcl jh dh ix sh ih pcl p s hh ao l h#
timit/raw/TRAIN/DR5/MSEM1/SX90.WAV,timit/features/TRAIN/DR5/MSEM1/SX90.npy,the thinker is a famous sculpture,48128,h# dh ah th ih ng kcl k axr q ix z ax f ey m ix s kcl k ah l pcl p ch axr h#
timit/raw/TRAIN/DR5/MSEM1/SX450.WAV,timit/features/TRAIN/DR5/MSEM1/SX450.npy,roy ignored the spurious data points in drawing the graph,62567,h# r oy q ih gcl n ao r dcl dh ix s pcl p er iy ih s dcl d ey dx ax pcl p oy n tcl t s ix n dcl d r ao ix ng dh ix gcl g r ae f h#
timit/raw/TRAIN/DR5/MRKM0/SX277.WAV,timit/features/TRAIN/DR5/MRKM0/SX277.npy,the rose corsage smelled sweet,55501,h# dh ax r ow z kcl k ax s aa tcl ch s epi m ey l tcl t s epi w iy tcl t h#
timit/raw/TRAIN/DR5/MRKM0/SI1391.WAV,timit/features/TRAIN/DR5/MRKM0/SI1391.npy,however when labor disputes arise its provisions come clearly into play,81511,h# hh aw q eh v axr pau hh w ix n l ey bcl ax dcl d ix s pcl p uw tcl s ax r ay z pau ix s pcl p ax v ih zh en z kcl k ah m kcl k l ih l iy q ix n tcl t ax-h pcl p l ey h#
timit/raw/TRAIN/DR5/MRKM0/SX367.WAV,timit/features/TRAIN/DR5/MRKM0/SX367.npy,the surplus shoes were sold at a discount price,64000,h# dh ax s er pcl p l ah sh uw z w axr s ow dcl q eh dx eh dcl d ih s kcl k aw n tcl p r ay s h#
timit/raw/TRAIN/DR5/MRKM0/SI637.WAV,timit/features/TRAIN/DR5/MRKM0/SI637.npy,he enlisted a staff of loyal experts and of many zealous volunteers,81818,h# hh iy ih n l ih s ix dx ax s tcl t ae f ax-h v l oy ax q eh kcl k s pcl p er tcl t s pau q eh nx ax v m eh n iy z eh l ax s v aa l en tcl t iy axr z h#
timit/raw/TRAIN/DR5/MRKM0/SX187.WAV,timit/features/TRAIN/DR5/MRKM0/SX187.npy,they often go out in the evening,40448,h# dh ey q ao f en gcl g ow aw tcl t q ix n ix q iy v n ix ng h#
timit/raw/TRAIN/DR5/MRKM0/SX97.WAV,timit/features/TRAIN/DR5/MRKM0/SX97.npy,penguins live near the icy antarctic,44647,h# p ih ng gcl g w ax n z epi l ih v n ih ax dh ah q ay s iy q ae n q aa r tcl t ix kcl k h#
timit/raw/TRAIN/DR5/MRKM0/SI1267.WAV,timit/features/TRAIN/DR5/MRKM0/SI1267.npy,thirtyfive military and civilian students received laboratory training,73012,h# th er dx iy f aa v m ih l ax tcl t axr iy q eh n s ix v ih y ix n s tcl t uw dx ix n tcl s epi r ax-h s iy v l ae bcl ix tcl t ao r ix tcl t r ey n ix ng h#
timit/raw/TRAIN/DR5/MTAT0/SX300.WAV,timit/features/TRAIN/DR5/MTAT0/SX300.npy,amoebas change shape constantly,36455,h# hh ax m iy bcl b ah z tcl ch ey n dcl sh ey pcl k aa n s tcl t ax l iy h#
timit/raw/TRAIN/DR5/MTAT0/SX210.WAV,timit/features/TRAIN/DR5/MTAT0/SX210.npy,jeffs toy gocart never worked,34714,h# jh eh f s tcl t oy gcl g ow kcl k aa r tcl n eh v er w er kcl t h#
timit/raw/TRAIN/DR5/MTAT0/SI1740.WAV,timit/features/TRAIN/DR5/MTAT0/SI1740.npy,probably around midnight give or take an hour either way,50176,h# p r aa bcl ax bcl l iy axr r aw n m ih dcl n ay tcl pau g ih v axr tcl t ey kcl k ix n aw r iy dh axr w ey h#
timit/raw/TRAIN/DR5/MTAT0/SI811.WAV,timit/features/TRAIN/DR5/MTAT0/SI811.npy,meanwhile three great terrible forces were coagulating and crystallizing,65536,h# m iy n w ay l pau th r iy gcl g r ey tcl t er ax bcl b el f ao r s ix z w er kcl k ow ae gcl g y ax l ey dx ix ng ix n kcl k r ih s tcl el ay z ix ng h#
timit/raw/TRAIN/DR5/MTAT0/SX390.WAV,timit/features/TRAIN/DR5/MTAT0/SX390.npy,he picked up nine pairs of socks for each brother,44032,h# hh iy pcl p ih kcl t ah pcl n ay n pcl p eh er z ax f s aa kcl k s f axr iy tcl ch bcl b r ah dh axr h#
timit/raw/TRAIN/DR5/MTAT0/SI1110.WAV,timit/features/TRAIN/DR5/MTAT0/SI1110.npy,the season between spring and summer belongs to life in its carefree aspect,73114,h# dh ax s iy z ix n bcl b ih tcl t w iy n s pcl p r ih ng ix n s ah m er pau b ax l ao ng z tcl t ax l ay f ix n ix tcl s kcl k eh r f r iy ae s pcl p eh kcl t h#
timit/raw/TRAIN/DR5/MTAT0/SX30.WAV,timit/features/TRAIN/DR5/MTAT0/SX30.npy,get a calico cat to keep,28365,h# g eh dx ey kcl k ae l ax kcl k ow kcl k ae tcl t ix kcl k iy pcl p h#
timit/raw/TRAIN/DR5/MTAT0/SX120.WAV,timit/features/TRAIN/DR5/MTAT0/SX120.npy,the coyote bobcat and hyena are wild animals,51098,h# dh ix kcl k ay ow dx iy pau b aa bcl k ae q ix n hv ay iy nx ax pau aa r w ay l dx ae nx ax m el z h#
timit/raw/TRAIN/DR5/MGES0/SX311.WAV,timit/features/TRAIN/DR5/MGES0/SX311.npy,my desires are simple give me one informative paragraph on the subject,70452,h# m ay dcl d ih z ay axr z ah s ih m pcl p el pau g ix m iy w ah n ih n f ao r m ax tcl t ix v pcl p eh axr gcl r ae f ao n dh ax s ah bcl jh ix kcl h#
timit/raw/TRAIN/DR5/MGES0/SI1481.WAV,timit/features/TRAIN/DR5/MGES0/SI1481.npy,was it all vain labor,21197,h# w ah z ih dx ao l v ey n l ey bcl axr h#
timit/raw/TRAIN/DR5/MGES0/SX401.WAV,timit/features/TRAIN/DR5/MGES0/SX401.npy,taxicab broke down and caused a traffic jam,38093,h# t ae kcl s ix kcl k ae bcl b r ow kcl d aw nx ax n kcl k ao z ax tcl t r ae f ax-h kcl y ae m h#
timit/raw/TRAIN/DR5/MGES0/SI2111.WAV,timit/features/TRAIN/DR5/MGES0/SI2111.npy,but roulettes not my game,23552,h# bcl b ah r uw l eh tcl s n aa q m ay gcl g ey m h#
timit/raw/TRAIN/DR5/MGES0/SX41.WAV,timit/features/TRAIN/DR5/MGES0/SX41.npy,etiquette mandates compliance with existing regulations,50893,h# q eh dx ix kcl k ix tcl m ae n dcl d ey tcl s kcl k ax m pcl p l ay ix n tcl s epi w ix dh ix gcl z ih s tcl t ix ng r eh gcl ix l ey sh en z h#
timit/raw/TRAIN/DR5/MGES0/SX221.WAV,timit/features/TRAIN/DR5/MGES0/SX221.npy,cory attacked the project with extra determination,36967,h# k ao r iy ix tcl t ae kcl dh ax pcl p r aa dcl jh eh kcl w ax dh eh kcl k s tcl t axr dcl d ix tcl t er m ix n ey sh en h#
timit/raw/TRAIN/DR5/MGES0/SX131.WAV,timit/features/TRAIN/DR5/MGES0/SX131.npy,we plan to build a new beverage plant,29901,h# w ix pcl p l ae n ax bcl b ih l dx ah n ux bcl b eh v axr zh pcl p l ae n tcl h#
timit/raw/TRAIN/DR5/MGES0/SI851.WAV,timit/features/TRAIN/DR5/MGES0/SI851.npy,are you utilizing vending machine proceeds to help pay for your program,55501,h# ah y ux y ux dx el ay z ih ng v eh n d iy ng m ix sh iy n pcl p r ow s iy dcl z tcl t hv eh l pcl p ey f y axr pcl p r ow gcl g r ae m h#
timit/raw/TRAIN/DR5/MRAM0/SX105.WAV,timit/features/TRAIN/DR5/MRAM0/SX105.npy,you must explicitly delete files,38912,h# y ix m ah s tcl t ix kcl s pcl p l ih s ix q l iy dcl d ix l iy tcl t f ay l s h#
timit/raw/TRAIN/DR5/MRAM0/SI1905.WAV,timit/features/TRAIN/DR5/MRAM0/SI1905.npy,meanwhile spring had passed well into summer,39220,h# m iy n w ay l s pcl p r ih ng hv ix dcl p ae s tcl w eh l ix n tcl t ax-h s ah m axr h#
timit/raw/TRAIN/DR5/MRAM0/SX15.WAV,timit/features/TRAIN/DR5/MRAM0/SX15.npy,the museum hires musicians every evening,51508,h# dh ix m y ux z iy ix m hv ay axr z epi m y ux z ih sh ix n z pau q eh v r ih q iy v n ix ng h#
timit/raw/TRAIN/DR5/MRAM0/SX375.WAV,timit/features/TRAIN/DR5/MRAM0/SX375.npy,growing wellkept gardens is very time consuming,50893,h# g r ow ih ng w eh l kcl k eh pcl g aa r dcl en s q ix z v eh r iy tcl t ay m kcl k ix n s ux m ix ng h#
timit/raw/TRAIN/DR5/MRAM0/SI1951.WAV,timit/features/TRAIN/DR5/MRAM0/SI1951.npy,he wanted to show the town what happened to anyone who tried to start trouble,69223,h# hh ih w ah n tcl t ix dcl t ix sh ow dh ix tcl t aw n pau w ah tcl hv ae pcl p ix n dcl t ix q ih n ih w ah n hv ux tcl t r ay dcl t ix s tcl t er tcl t r ah bcl b el h#
timit/raw/TRAIN/DR5/MRAM0/SX195.WAV,timit/features/TRAIN/DR5/MRAM0/SX195.npy,would you allow acts of violence,31949,h# w ix dcl d y uw ax l aw q ae kcl k s ax v ay l ax n tcl t s h#
timit/raw/TRAIN/DR5/MRAM0/SX285.WAV,timit/features/TRAIN/DR5/MRAM0/SX285.npy,rich purchased several signed lithographs,45773,h# r ih tcl ch pcl p er tcl ch ix s tcl s eh v r ax l s ay n dcl l ih th ix gcl g r ae f s h#
timit/raw/TRAIN/DR5/MRAM0/SI1275.WAV,timit/features/TRAIN/DR5/MRAM0/SI1275.npy,blockade is one answer offered by experts,50688,h# b l aa kcl k ey dcl q ix z epi w ah nx ae n s axr pau ao f axr dcl b ay eh kcl s pcl p axr tcl t s h#
timit/raw/TRAIN/DR5/FGDP0/SX448.WAV,timit/features/TRAIN/DR5/FGDP0/SX448.npy,spherical gifts are difficult to wrap,52634,h# s pcl p ih r ix kcl k el gcl g ih s q aa r dcl d ih f ax-h kcl k ah l tcl t uw r ae pcl p h#
timit/raw/TRAIN/DR5/FGDP0/SX358.WAV,timit/features/TRAIN/DR5/FGDP0/SX358.npy,george seldom watches daytime movies,51610,h# jh ao r dcl jh s eh l dcl d ax m w aa tcl ch ix z dcl d ey tcl t ay m uw v iy epi s h#
timit/raw/TRAIN/DR5/FGDP0/SI2248.WAV,timit/features/TRAIN/DR5/FGDP0/SI2248.npy,she always could sense the shag end of a woolly day,52429,h# sh iy q aa w ix z kcl k ux dcl s ih s epi dh ix sh ae gcl q eh n ah v iy w uh l iy dcl d ey h#
timit/raw/TRAIN/DR5/FGDP0/SI988.WAV,timit/features/TRAIN/DR5/FGDP0/SI988.npy,a kerosene shampoo seems a heroic treatment but it did the job,65332,h# q ey kcl k eh r ix s iy n sh ae m pcl p uw s iy m z ey hv uh r ow ix kcl t r iy tcl m ix tcl t pau b ah dx ih tcl d ih dcl dh ix dcl jh aa bcl b h#
timit/raw/TRAIN/DR5/FGDP0/SX88.WAV,timit/features/TRAIN/DR5/FGDP0/SX88.npy,flying standby can be practical if you want to save money,74036,h# f l ay ng s tcl t ae n bcl b ay kcl k eh m bcl b iy pcl p r ae kcl t ax-h kcl k el pau q ix f y uw w ao n tcl t ix s ey v pau m ah n iy h#
timit/raw/TRAIN/DR5/FGDP0/SI1618.WAV,timit/features/TRAIN/DR5/FGDP0/SI1618.npy,hes got to thaw slow,38196,h# hh iy z gcl g ae tcl t ux dcl d ao s l ow h#
timit/raw/TRAIN/DR5/FGDP0/SX178.WAV,timit/features/TRAIN/DR5/FGDP0/SX178.npy,she encouraged her children to make their own halloween costumes,61850,h# sh iy q ih ng kcl k er ix dcl jh hh ix tcl ch ih l zh ix n tcl t ux m ey kcl dh eh r q ow n hh aa l ax w iy n kcl k aa s tcl t ux m epi z h#
timit/raw/TRAIN/DR5/FGDP0/SX268.WAV,timit/features/TRAIN/DR5/FGDP0/SX268.npy,the jaw operates by using antagonistic muscles,61031,h# dh ix dcl jh aa q aa pcl p axr r ey tcl s bcl b ay y ux z ix ng q eh n tcl t ae gcl g ah n ix s tcl t ax-h kcl m ah s el epi s h#
timit/raw/TRAIN/DR5/MMCC0/SX258.WAV,timit/features/TRAIN/DR5/MMCC0/SX258.npy,the essay undeniably reflects our view ably,44647,h# dh iy eh s ey q ah nx ix nx ay bcl b l iy axr f l eh kcl k s aa r v y ux q ey bcl b l iy h#
timit/raw/TRAIN/DR5/MMCC0/SI708.WAV,timit/features/TRAIN/DR5/MMCC0/SI708.npy,there is no dyeing or waxing or gassing needed,51405,h# dh er ix z epi n ow dcl d ay ih ng q ao r w ae kcl k s ix ng pau ao r gcl g ae s ix ng n iy dx ix dcl h#
timit/raw/TRAIN/DR5/MMCC0/SX438.WAV,timit/features/TRAIN/DR5/MMCC0/SX438.npy,shell shock caused by shrapnel is sometimes cured through group therapy,62567,h# sh eh l sh aa kcl k ao z dcl b ay sh r ae pcl n ax l q ix s ah m tcl t ah m z kcl k y er dcl th ux gcl g r ux pcl p th eh r ax pcl p iy h#
timit/raw/TRAIN/DR5/MMCC0/SX348.WAV,timit/features/TRAIN/DR5/MMCC0/SX348.npy,ill have a scoop of that exotic purple and turquoise sherbet,54272,h# q ao aa v ax s kcl k ux pcl p dh ae dx ih gcl g z aa dx ih kcl p er pcl p el ix n tcl t er kcl k oy sh er bcl b ix tcl h#
timit/raw/TRAIN/DR5/MMCC0/SX78.WAV,timit/features/TRAIN/DR5/MMCC0/SX78.npy,doctors prescribe drugs too freely,35124,h# d aa kcl t axr z pcl p s kcl k r ay bcl d r ah gcl z tcl t ux f r iy l ix h#
timit/raw/TRAIN/DR5/MMCC0/SI1968.WAV,timit/features/TRAIN/DR5/MMCC0/SI1968.npy,the opposing aircraft continued to come on,36148,h# dh ix ih pcl p ow z ix ng q eh r kcl k r ae f tcl k en tcl t ih n y ux dcl t ix kcl k ah m ao n h#
timit/raw/TRAIN/DR5/MMCC0/SX168.WAV,timit/features/TRAIN/DR5/MMCC0/SX168.npy,who took the kayak down the bayou,27341,h# hh uw tcl t uh kcl dh ax-h kcl k ay ae kcl d aw n dh ax bcl b ay ux h#
timit/raw/TRAIN/DR5/MMCC0/SI1338.WAV,timit/features/TRAIN/DR5/MMCC0/SI1338.npy,no antigen was detectable in certain dark spherical areas in most cells,71988,h# n ow q ae n t ax-h jh ih n w ah z dcl d ax-h tcl t eh kcl t ax-h bcl b el ax n s er tcl en dcl d ao r kcl s f ih er kcl k el q eh r iy ah z en m ow s eh l z h#
timit/raw/TRAIN/DR5/MGSH0/SI1806.WAV,timit/features/TRAIN/DR5/MGSH0/SI1806.npy,shall we flip a coin to see which of us goes first,50484,h# sh aw l w ih f l ih pcl ax kcl k oy n tcl t ix s iy hh w ih tcl ch ix v ah s gcl g ow s f er s tcl t h#
timit/raw/TRAIN/DR5/MGSH0/SX6.WAV,timit/features/TRAIN/DR5/MGSH0/SX6.npy,bright sunshine shimmers on the ocean,43623,h# b r ay tcl s ah n sh ay n pau sh ih m er z aa n dh iy ow sh ix n h#
timit/raw/TRAIN/DR5/MGSH0/SX186.WAV,timit/features/TRAIN/DR5/MGSH0/SX186.npy,would a tomboy often play outdoors,46080,h# w uh dx ey tcl t aa m bcl b oy q ao f tcl t ix n pcl p l ey aw q dcl d ao axr s h#
timit/raw/TRAIN/DR5/MGSH0/SX96.WAV,timit/features/TRAIN/DR5/MGSH0/SX96.npy,masquerade parties tax ones imagination,62976,h# m ae s kcl k er ey dcl p aa r dx iy s tcl t ae kcl s epi w ah n z ax m ae dcl jh ix n ey sh en h#
timit/raw/TRAIN/DR5/MGSH0/SI1176.WAV,timit/features/TRAIN/DR5/MGSH0/SI1176.npy,to some extent predispositions are shaped by exposure to group environments,74343,h# t ux s ah m ih kcl k s tcl t eh n tcl p r iy dcl d ih s pcl p ix z ih sh ix n z q aa r sh ey pcl b ay ix kcl s pcl p ow zh axr tcl t ux gcl g r ux pcl ix n v ay er m en tcl s h#
timit/raw/TRAIN/DR5/MGSH0/SX127.WAV,timit/features/TRAIN/DR5/MGSH0/SX127.npy,the emperor had a mean temper,33997,h# dh iy q eh m pcl p axr er hv ae dx ey m iy n tcl t eh m pcl p axr h#
timit/raw/TRAIN/DR5/MCHL0/SX267.WAV,timit/features/TRAIN/DR5/MCHL0/SX267.npy,draw every outer line first then fill in the interior,54580,h# d r ao q eh v r iy q aw dx er l ay n f er s tcl t pau dh ih n f ih l ih n ih n tcl t ih r ix axr h#
timit/raw/TRAIN/DR5/MCHL0/SI1347.WAV,timit/features/TRAIN/DR5/MCHL0/SI1347.npy,again the analyticity of the two curves guarantees that such intervals exist,80487,h# ax gcl g eh n dh ax q ae nx el tcl t ih s ix dx iy ix v dh ix tcl t ux kcl k er v z gcl g ih r ih n tcl t iy z dh ix q s ah tcl ch ih nx axr v el z ax gcl z ih s tcl t h#
timit/raw/TRAIN/DR5/MCHL0/SX177.WAV,timit/features/TRAIN/DR5/MCHL0/SX177.npy,does creole cooking use curry,30925,h# d ah z kcl k r iy ow l kcl k uh kcl k iy ng y ux z kcl k er iy h#
timit/raw/TRAIN/DR5/MCHL0/SI1977.WAV,timit/features/TRAIN/DR5/MCHL0/SI1977.npy,he fought the panic of vertigo,30618,h# hh iy f ao tcl dh ax pcl p ae nx ix kcl k q ax v er dx ix gcl g ow h#
timit/raw/TRAIN/DR5/MCHL0/SX87.WAV,timit/features/TRAIN/DR5/MCHL0/SX87.npy,primitive tribes have an upbeat attitude,38093,h# p r ih m ix dx ix v tcl t r ay bcl z hh eh v ix n q ah pcl b iy tcl q ae dx ix tcl t ux dcl h#
timit/raw/TRAIN/DR5/MCHL0/SI1404.WAV,timit/features/TRAIN/DR5/MCHL0/SI1404.npy,thinking the evidence insufficient to get a conviction he later released him,65229,h# th ih ng kcl k ix ng dh ix q eh v ax dx ix n s ih n s ix f ih sh en tcl t ax-h gcl g ih dx ix kcl k ix n v ih kcl sh ix n pau hh iy l ey dx er r ih l iy s tcl t hh ix m h#
timit/raw/TRAIN/DR5/MCHL0/SX357.WAV,timit/features/TRAIN/DR5/MCHL0/SX357.npy,the moisture in my eyes is from eyedrops not from tears,53146,h# dh ax m oy s tcl ch er en m aa q ay z ix z f em q ay dcl d r aa pcl s pau n aa tcl f em tcl t ih axr z h#
timit/raw/TRAIN/DR5/MCHL0/SX447.WAV,timit/features/TRAIN/DR5/MCHL0/SX447.npy,first add milk to the shredded cheese,38605,h# f er s tcl t pau ae dcl m ih l kcl t ix dh ix sh r eh dx ix dcl ch iy z h#
timit/raw/TRAIN/DR5/FLOD0/SX117.WAV,timit/features/TRAIN/DR5/FLOD0/SX117.npy,the mango and the papaya are in a bowl,37172,h# dh ax m ae ng g ow eh n dh ix pcl p ax-h pcl p ay ah q aa r q ix nx ax bcl b ow l h#
timit/raw/TRAIN/DR5/FLOD0/SI1917.WAV,timit/features/TRAIN/DR5/FLOD0/SI1917.npy,nevertheless she continued to move upward,39936,h# n eh v dh ax l eh s pau sh iy kcl k ix n tcl t ih n y ux dcl t ix m ux v ah pcl p w axr dcl d h#
timit/raw/TRAIN/DR5/FLOD0/SI657.WAV,timit/features/TRAIN/DR5/FLOD0/SI657.npy,a second point requires more extended comment,47412,h# ax s eh kcl k ix n dcl p oy n tcl r ax kcl k w ay r z m ao r ix kcl k s tcl t eh n dcl d ix dcl k aa m eh n tcl t h#
timit/raw/TRAIN/DR5/FLOD0/SX171.WAV,timit/features/TRAIN/DR5/FLOD0/SX171.npy,the diagnosis was discouraging however he was not overly worried,60928,h# dh ix dcl d ay ix gcl n ow s ix s w ax z dcl d ix s kcl k er ix dcl jh ix ng pau hh aw eh v axr hv iy w ix z n aa tcl q ow v axr l ix w er iy dcl d h#
timit/raw/TRAIN/DR5/FLOD0/SX207.WAV,timit/features/TRAIN/DR5/FLOD0/SX207.npy,do you hear the sleigh bells ringing,33383,h# d ux y ux hv ih r dh ix s l ey bcl b eh l z r ih ng ix ng h#
timit/raw/TRAIN/DR5/FLOD0/SX387.WAV,timit/features/TRAIN/DR5/FLOD0/SX387.npy,the giant redwoods shimmered in the glistening sun,42087,h# dh ix dcl jh ay n q r eh dcl w uh dcl d sh ih m axr dx ix n dh ix gcl g l ih s n ix ng s ah n h#
timit/raw/TRAIN/DR5/FLOD0/SX297.WAV,timit/features/TRAIN/DR5/FLOD0/SX297.npy,rockandroll music has a great rhythm,31540,h# r aa kcl k en r ow l m y ux z ix kcl k hh eh z ix gcl g r ey tcl r ih dh ax m h#
timit/raw/TRAIN/DR5/MDSJ0/SX112.WAV,timit/features/TRAIN/DR5/MDSJ0/SX112.npy,tugboats are capable of hauling huge loads,45056,h# t ah gcl b ow tcl s axr kcl k ey pcl p ax bcl b el ax v hh ao l iy ng hh ux dcl jh l ow dcl s h#
timit/raw/TRAIN/DR5/MDSJ0/SX438.WAV,timit/features/TRAIN/DR5/MDSJ0/SX438.npy,shell shock caused by shrapnel is sometimes cured through group therapy,68199,h# sh eh l sh aa kcl k ao z bcl b ay sh r ae pcl n el pau ix s ah m tcl t ay m z kcl k y er dcl th r ux gcl g r uw pcl p th ih er pcl p iy h#
timit/raw/TRAIN/DR5/MDSJ0/SI2092.WAV,timit/features/TRAIN/DR5/MDSJ0/SI2092.npy,go change your shoes before you turn around,33895,h# g uh tcl ch ey n jh axr sh ux z bcl b ax f ao y ux tcl t axr n er aw n dcl d h#
timit/raw/TRAIN/DR5/MDSJ0/SX382.WAV,timit/features/TRAIN/DR5/MDSJ0/SX382.npy,george is paranoid about a future gas shortage,42599,h# jh ao dcl jh ix z pcl p er ix n oy dx ix bcl b aw dx ax f iy tcl ch axr gcl g ae sh ao r dx ix dcl jh h#
timit/raw/TRAIN/DR5/MDSJ0/SX292.WAV,timit/features/TRAIN/DR5/MDSJ0/SX292.npy,these exclusive documents must be locked up at all times,55911,h# dh iy z ix kcl k s kcl k l uw s ix v dcl d aa kcl k ux m ix n tcl t s epi m ax s bcl b iy l aa kcl t ah pcl p ax dx ao l tcl t ay m s h#
timit/raw/TRAIN/DR5/MDSJ0/SX22.WAV,timit/features/TRAIN/DR5/MDSJ0/SX22.npy,when all else fails use force,36660,h# w ax nx ao l eh l tcl s f ey el z pau y ux z f ao r s h#
timit/raw/TRAIN/DR5/FLMK0/SX315.WAV,timit/features/TRAIN/DR5/FLMK0/SX315.npy,bob found more clams at the oceans edge,45568,h# b aa bcl th aw m ao r kcl k l ae m z eh tcl dh iy q ow sh ix n z q eh dcl jh h#
timit/raw/TRAIN/DR5/FLMK0/SI1035.WAV,timit/features/TRAIN/DR5/FLMK0/SI1035.npy,with a whirling jump it could get into gear,46695,h# w ix th ix w er l ih ng dcl jh ah m pcl p q ix kcl k ax gcl g ih tcl t q ix n tcl t ix gcl g iy axr h#
timit/raw/TRAIN/DR5/FLMK0/SX405.WAV,timit/features/TRAIN/DR5/FLMK0/SX405.npy,of course you can have another tunafish sandwich,43316,h# q ah v kcl k ao r sh ix kcl k ix n hv ae v ax n ah dh ax tcl t ux n ix f ix sh s ae m w ix tcl ch h#
timit/raw/TRAIN/DR5/FLMK0/SX225.WAV,timit/features/TRAIN/DR5/FLMK0/SX225.npy,keep the thermometer under your tongue,34816,h# k iy pcl th ih th ax m aa m ix dx er q ah n dcl d r ix y axr tcl t ah ng gcl g h#
timit/raw/TRAIN/DR5/FLMK0/SI2295.WAV,timit/features/TRAIN/DR5/FLMK0/SI2295.npy,their curiosity went happily out of bounds,40551,h# dh er kcl k y er iy aa s iy w eh n hv ae pcl p ax l iy ae dx ax bcl b aw n dcl z h#
